Datetime,Open,High,Low,Close,MA50
4/27/08 0:00,1.56242,1.56291,1.55892,1.56165,1.5619212
4/28/08 0:00,1.56168,1.56924,1.55904,1.5654,1.5627716
4/29/08 0:00,1.56534,1.56587,1.55384,1.55752,1.5637256
4/30/08 0:00,1.55772,1.56415,1.55161,1.56221,1.5644786
5/1/08 0:00,1.56238,1.56425,1.54273,1.54764,1.5653314
5/2/08 0:00,1.54765,1.54978,1.53599,1.54218,1.5658754
5/4/08 0:00,1.5427,1.54394,1.54204,1.54345,1.5661692
5/5/08 0:00,1.54332,1.55196,1.54232,1.55008,1.5662798
5/6/08 0:00,1.55016,1.55945,1.54495,1.55162,1.5665734
5/7/08 0:00,1.55161,1.55188,1.53312,1.53416,1.566821
5/8/08 0:00,1.53426,1.54407,1.52825,1.54032,1.5668338
5/9/08 0:00,1.54045,1.54886,1.53889,1.54811,1.5669692
5/11/08 0:00,1.54831,1.54831,1.54384,1.54656,1.5668542
5/12/08 0:00,1.54662,1.55699,1.53627,1.55301,1.5665476
5/13/08 0:00,1.55298,1.55653,1.54275,1.54683,1.566265
5/14/08 0:00,1.5471,1.5486,1.53925,1.5464,1.565706
5/15/08 0:00,1.54648,1.5547,1.54173,1.54563,1.5651504
5/16/08 0:00,1.54579,1.56019,1.54463,1.55748,1.564757
5/18/08 0:00,1.55779,1.5598,1.55687,1.55812,1.5646376
5/19/08 0:00,1.55802,1.56333,1.54811,1.55264,1.5649286
5/20/08 0:00,1.55259,1.56796,1.55035,1.56472,1.5651276
5/21/08 0:00,1.56458,1.57965,1.56287,1.57787,1.565616
5/22/08 0:00,1.5779,1.5813,1.56893,1.573,1.5663102
5/23/08 0:00,1.57318,1.57939,1.56947,1.57578,1.5665522
5/25/08 0:00,1.57652,1.57831,1.57457,1.57776,1.5664298
